id,species,scientific_name,observer,date,lat,lon,place_guess,image_url
266299815,American Bison,Bison bison,sunnyandella,2025-03-12,45.978224,-108.1940115,"沃登, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/478452798/medium.jpg
258339722,American Bison,Bison bison,nicolaszhuo,2025-01-12,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/463477329/medium.jpg
254361175,American Bison,Bison bison,phibbs24,2024-12-05,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/455591697/medium.jpg
250749447,American Bison,Bison bison,taylorwebb144,2024-10-11,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/448528694/medium.jpeg
254050335,American Bison,Bison bison,carley-k,2024-09-01,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/454972094/medium.jpeg
258763543,American Bison,Bison bison,leahs244,2024-08-28,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/464347618/medium.jpg
254208804,American Bison,Bison bison,alexisthetard,2024-08-23,46.1431263574,-108.1396335031,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/455285545/medium.jpeg
256457261,American Bison,Bison bison,leafxlitter,2024-08-13,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/459821420/medium.jpg
230097571,American Bison,Bison bison,bethany_fuller,2024-07-18,45.978224,-108.1940115,"Worden, MT, US",https://static.inaturalist.org/photos/408520982/medium.jpeg
254362066,American Bison,Bison bison,phibbs24,2024-07-03,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/455593508/medium.jpg
219233082,American Bison,Bison bison,hongyuan,2024-05-27,45.978224,-108.1940115,"沃登, MT, US",https://static.inaturalist.org/photos/388024572/medium.jpg
203045724,American Bison,Bison bison,ashleyblalock07,2024-01-06,46.0700368414,-108.8715822888,"Broadview, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/358688463/medium.jpg
182340535,buffalo-bur,Solanum rostratum,rsw82,2023-09-07,45.7953585692,-108.5339078956,"Billings, MT, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/317892218/medium.jpeg
237952976,American Bison,Bison bison,beverlydemartino,2023-08-20,45.978224,-108.1940115,"Worden, MT, US",https://static.inaturalist.org/photos/423558014/medium.jpeg
259381325,American Bison,Bison bison,tia43974,2023-06-17,45.978224,-108.1940115,"Worden, MT, US",https://static.inaturalist.org/photos/465603724/medium.jpg
147899729,American Bison,Bison bison,hhilton,2023-02-02,45.9781749,-108.1940915,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/254585020/medium.jpg
133957390,buffalo-bur,Solanum rostratum,bakk,2022-09-05,45.8206833333,-108.5009833333,"Yorktown St, Billings, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/228253915/medium.jpg
163849071,American Bison,Bison bison,lindsayhoro,2022-07-05,45.9781749,-108.1940915,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/283439259/medium.jpg
117307996,American Bison,Bison bison,jdcervantes,2022-05-16,45.9781749,-108.1940915,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/198100440/medium.jpg
247709938,American Bison,Bison bison,vickyxfernandez,2021-12-25,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/442472419/medium.jpeg
94443817,American Bison,Bison bison,alfonper03,2021-08-04,45.9781749,-108.1940915,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/156666582/medium.jpg
89831817,buffalo-bur,Solanum rostratum,guidingguida,2021-08-03,45.993096,-107.998799,"Worden, MT 59088, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/148386963/medium.jpeg
205179235,American Bison,Bison bison,angelinacerto,2021-06-11,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/362754862/medium.jpg
246333470,American Bison,Bison bison,acarb0n,2021-06-09,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/439740645/medium.jpeg
183379834,American Bison,Bison bison,landonv123,2021-01-31,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/338677752/medium.jpg
61611224,buffalo-bur,Solanum rostratum,heathererb,2020-10-03,46.0097572037,-108.0638737738,"Worden, MT, US",https://static.inaturalist.org/photos/98611056/medium.jpg
73910749,buffalo-bur,Solanum rostratum,guessagain,2020-07-15,45.8799069727,-108.3023804426,"Huntley, MT 59037, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/120734132/medium.jpeg
50285015,buffalo-bur,Solanum rostratum,patrickwilson,2020-06-20,45.7796478777,-108.5695683814,"Clark Ave, Billings, MT, US",https://static.inaturalist.org/photos/79847530/medium.jpg
32212312,buffalo-bur,Solanum rostratum,taitsougstad,2019-09-06,45.7980007678,-108.4900792502,"Billings, MT, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/50502580/medium.jpeg
194047275,American Bison,Bison bison,trilobite99,2019-07-22,45.978224,-108.1940115,"Worden, MT, US",https://inaturalist-open-data.s3.amazonaws.com/photos/340987029/medium.jpg
181242812,American Bison,Bison bison,mikecormack,2017-08-25,45.7813622056,-108.4343806654,Yellowstone,https://inaturalist-open-data.s3.amazonaws.com/photos/315845945/medium.jpeg
159242060,American Bison,Bison bison,mikecormack,2017-08-25,45.7813622056,-108.4343806654,Yellowstone,https://inaturalist-open-data.s3.amazonaws.com/photos/275120589/medium.jpeg
